"State","Year","Adults who Engage in No Leisure-time Exercise (%)"
"NY",2020,25.9
"AZ",2020,25.9
"AK",2020,25.9
"MI",2017,25.9
"MI",2017,25.9
"CO",2017,25.9
"PA",2017,25.9
"NH",2017,25.9
"MI",2017,25.9
"CT",2017,25.9
"ND",2011,25.9
"NV",2011,25.9
"VA",2012,25.9
"MO",2011,25.9
"VT",2015,25.9
"WY",2017,25.9
"VA",2017,25.9
"NC",2017,25.9
"MD",2017,25.9
"MA",2017,25.9
"NM",2013,25.9
"OH",2015,25.9
"KY",2014,25.9
"PA",2011,25.9
"SD",2015,25.9
"NC",2019,25.9
"MS",2019,25.9
"AZ",2019,25.9
"ID",2012,25.9
"VA",2012,25.9
"AZ",2019,25.9
"MI",2019,25.9
"NV",2012,25.9
"ND",2013,25.9
"HI",2011,25.9
"AZ",2019,25.9
"NY",2014,25.9
"SC",2013,25.9
"WY",2014,25.9
"NY",2012,25.9
"HI",2013,25.9
"NV",2013,25.9
"KS",2015,25.9
"CA",2015,25.9
"NV",2015,25.9
"CT",2011,25.9
"NM",2015,25.9
"SD",2015,25.9
"PA",2015,25.9
"VA",2011,25.9
"GA",2013,25.9
"IN",2012,25.9
"VA",2015,25.9
"IA",2011,25.9
"WA",2014,25.9
"OH",2016,25.9
"IA",2022,25.9
"MT",2016,25.9
"HI",2016,25.9
"MO",2016,25.9
"RI",2016,25.9
"ID",2016,25.9
"KS",2016,25.9
"NV",2016,25.9
"OH",2016,25.9
"AK",2016,25.9
"IN",2021,25.9
"OH",2021,25.9
"AZ",2021,25.9
"OK",2021,25.9
"CA",2022,25.9
"GA",2022,25.9
"IN",2022,25.9
"MO",2022,25.9
"AZ",2018,26
"PA",2018,26
"OR",2018,26
"ME",2018,26
"IA",2018,26
"MI",2018,26
"WY",2018,26
"FL",2016,26
"WV",2020,26
"AL",2020,26
"NC",2020,26
"IL",2020,26
"MA",2017,26
"OR",2013,26
"AK",2011,26
"OH",2014,26
"SD",2017,26
"MD",2015,26
"ID",2017,26
"NH",2015,26
"WI",2013,26
"VT",2013,26
"OH",2019,26
"GA",2019,26
"MD",2019,26
"NV",2015,26
"NV",2019,26
"VA",2019,26
"NM",2019,26
"ND",2011,26
"MT",2013,26
"MO",2014,26
"ND",2013,26
"UT",2013,26
"NE",2013,26
"WY",2013,26
"AK",2012,26
"NJ",2014,26
"UT",2011,26
"ND",2014,26
"NY",2015,26
"LA",2014,26
"TX",2011,26
"RI",2015,26
"CO",2013,26
"FL",2013,26
"MT",2016,26
"ME",2021,26
"VA",2021,26
"AR",2021,26
"SC",2021,26
"OK",2021,26
"OK",2021,26
"AZ",2022,26
"CA",2022,26
"MN",2022,26
"SC",2022,26
"MO",2018,26.1
"ID",2018,26.1
"DE",2018,26.1
"NJ",2018,26.1
"MI",2018,26.1
"NC",2018,26.1
"IA",2018,26.1
"MA",2020,26.1
"VT",2020,26.1
"MD",2020,26.1
"AZ",2020,26.1
"NY",2020,26.1
"MT",2020,26.1
"SC",2017,26.1
"GA",2011,26.1
"NC",2015,26.1
"NM",2014,26.1
"OR",2011,26.1
"KS",2017,26.1
"UT",2017,26.1
"WV",2017,26.1
"SD",2013,26.1
"AK",2017,26.1
"AZ",2011,26.1
"NM",2012,26.1
"KS",2015,26.1
"AZ",2019,26.1
"FL",2019,26.1
"FL",2019,26.1
"KS",2012,26.1
"DE",2013,26.1
"MD",2019,26.1
"GA",2014,26.1
"OR",2019,26.1
"GA",2013,26.1
"AR",2019,26.1
"HI",2014,26.1
"PA",2019,26.1
"IN",2014,26.1
"NM",2015,26.1
"DE",2012,26.1
"PA",2015,26.1
"CA",2014,26.1
"MO",2015,26.1
"AL",2012,26.1
"FL",2014,26.1
"MI",2013,26.1
"CA",2015,26.1
"NC",2015,26.1
"FL",2012,26.1
"IL",2013,26.1
"HI",2011,26.1
"MA",2011,26.1
"LA",2014,26.1
"HI",2013,26.1
"WI",2015,26.1
"TX",2016,26.1
"OK",2016,26.1
"MA",2016,26.1
"MO",2016,26.1
"CA",2016,26.1
"MS",2016,26.1
"FL",2016,26.1
"ME",2021,26.1
"TN",2021,26.1
"ME",2021,26.1
"NC",2021,26.1
"HI",2021,26.1
"GA",2021,26.1
"AZ",2022,26.1
"MT",2022,26.1
"ND",2022,26.1
"NE",2022,26.1
"NJ",2022,26.1
"NV",2022,26.1
"CT",2018,26.2
"KS",2018,26.2
"GA",2018,26.2
"SD",2018,26.2
"RI",2018,26.2
"MD",2018,26.2
"WY",2018,26.2
"NY",2018,26.2
"IA",2018,26.2
"IL",2016,26.2
"AL",2020,26.2
"RI",2020,26.2
"NV",2020,26.2
"OK",2012,26.2
"TN",2017,26.2
"SC",2017,26.2
"CA",2017,26.2
"OR",2017,26.2
"OK",2014,26.2
"DE",2015,26.2
"MA",2011,26.2
"RI",2015,26.2
"CA",2014,26.2
"FL",2015,26.2
"RI",2011,26.2
"ND",2012,26.2
"NV",2015,26.2
"MD",2011,26.2
"RI",2017,26.2
"IL",2017,26.2
"KS",2013,26.2
"NM",2019,26.2
"AR",2014,26.2
"MA",2019,26.2
"KY",2011,26.2
"SD",2019,26.2
"AK",2015,26.2
"KS",2019,26.2
"NC",2015,26.2
"SC",2019,26.2
"NM",2015,26.2
"CT",2014,26.2
"LA",2014,26.2
"NM",2012,26.2
"IL",2012,26.2
"WY",2015,26.2
"PA",2012,26.2
"NJ",2015,26.2
"PA",2011,26.2
"IA",2014,26.2
"MO",2014,26.2
"GA",2012,26.2
"IL",2014,26.2
"IA",2011,26.2
"NC",2016,26.2
"NJ",2016,26.2
"KY",2021,26.2
"NV",2021,26.2
"MA",2021,26.2
"LA",2022,26.2
"MT",2022,26.2
"NE",2022,26.2
"PA",2013,26.3
"NH",2018,26.3
"CO",2018,26.3
"RI",2018,26.3
"LA",2018,26.3
"IL",2018,26.3
"UT",2018,26.3
"NC",2018,26.3
"MD",2016,26.3
"IN",2020,26.3
"NH",2020,26.3
"ND",2020,26.3
"TN",2020,26.3
"NV",2017,26.3
"OH",2015,26.3
"SC",2013,26.3
"OH",2011,26.3
"CO",2013,26.3
"MA",2013,26.3
"RI",2017,26.3
"MI",2015,26.3
"OR",2013,26.3
"TX",2014,26.3
"RI",2013,26.3
"NY",2014,26.3
"NH",2017,26.3
"MA",2015,26.3
"IA",2015,26.3
"IA",2019,26.3
"OR",2015,26.3
"TX",2012,26.3
"NC",2019,26.3
"CA",2019,26.3
"WY",2019,26.3
"NV",2013,26.3
"AR",2014,26.3
"NJ",2015,26.3
"NC",2013,26.3
"IN",2013,26.3
"NE",2011,26.3
"SD",2013,26.3
"TX",2011,26.3
"MO",2011,26.3
"GA",2014,26.3
"AK",2012,26.3
"CA",2014,26.3
"TN",2011,26.3
"SC",2013,26.3
"ND",2011,26.3
"SC",2015,26.3
"RI",2013,26.3
"IN",2011,26.3
"NE",2013,26.3
"RI",2015,26.3
"NJ",2011,26.3
"NY",2011,26.3
"WA",2015,26.3
"KY",2012,26.3
"CO",2016,26.3
"PA",2016,26.3
"MI",2016,26.3
"AR",2016,26.3
"TX",2016,26.3
"NY",2016,26.3
"IN",2016,26.3
"SD",2016,26.3
"MS",2016,26.3
"CT",2021,26.3
"AZ",2021,26.3
"AK",2021,26.3
"MS",2021,26.3
"GA",2021,26.3
"AL",2022,26.3
"MI",2022,26.3
"IA",2018,26.4
"FL",2018,26.4
"KS",2016,26.4
"WI",2020,26.4
"GA",2020,26.4
"PA",2020,26.4
"VA",2020,26.4
"MO",2017,26.4
"MA",2017,26.4
"NM",2017,26.4
"WI",2017,26.4
"PA",2011,26.4
"UT",2015,26.4
"NM",2011,26.4
"NY",2013,26.4
"AK",2014,26.4
"FL",2014,26.4
"NJ",2017,26.4
"WV",2011,26.4
"CO",2015,26.4
"WY",2017,26.4
"AK",2014,26.4
"FL",2017,26.4
"NJ",2011,26.4
"DE",2013,26.4
"AZ",2017,26.4
"DE",2011,26.4
"SD",2011,26.4
"NJ",2012,26.4
"MA",2019,26.4
"NE",2012,26.4
"NV",2019,26.4
"WY",2019,26.4
"ME",2019,26.4
"MD",2012,26.4
"FL",2019,26.4
"VA",2019,26.4
"KS",2019,26.4
"DE",2019,26.4
"PA",2013,26.4
"SD",2019,26.4
"DE",2012,26.4
"PA",2019,26.4
"AK",2013,26.4
"ID",2014,26.4
"AZ",2011,26.4
"NV",2012,26.4
"NJ",2014,26.4
"WV",2013,26.4
"NE",2011,26.4
"OK",2014,26.4
"NH",2014,26.4
"TX",2013,26.4
"MI",2013,26.4
"DE",2011,26.4
"KY",2015,26.4
"WI",2016,26.4
"NC",2016,26.4
"WA",2016,26.4
"FL",2016,26.4
"NM",2016,26.4
"IA",2021,26.4
"OR",2021,26.4
"WI",2021,26.4
"WV",2021,26.4
"NM",2021,26.4
"ME",2021,26.4
"MS",2021,26.4
"DE",2021,26.4
"IA",2021,26.4
"CA",2021,26.4
"LA",2021,26.4
"NH",2021,26.4
"HI",2022,26.4
"HI",2022,26.4
"IN",2022,26.4
"KY",2022,26.4
"MI",2022,26.4
"NY",2022,26.4
"OH",2022,26.4
"TN",2022,26.4
"IN",2018,26.5
"KS",2018,26.5
"CO",2018,26.5
"TX",2018,26.5
"NY",2018,26.5
"MO",2020,26.5
"UT",2020,26.5
"DE",2020,26.5
"WA",2020,26.5
"FL",2017,26.5
"ME",2017,26.5
"MT",2017,26.5
"AZ",2017,26.5
"KS",2013,26.5
"OH",2012,26.5
"TN",2013,26.5
"HI",2014,26.5
"KS",2014,26.5
"WA",2012,26.5
"WI",2017,26.5
"MA",2017,26.5
"MD",2015,26.5
"ND",2017,26.5
"MD",2017,26.5
"FL",2019,26.5
"MD",2015,26.5
"KS",2015,26.5
"LA",2019,26.5
"IA",2019,26.5
"MI",2019,26.5
"SC",2019,26.5
"OR",2012,26.5
"MA",2015,26.5
"WY",2015,26.5
"RI",2019,26.5
"NE",2019,26.5
"NY",2011,26.5
"OK",2012,26.5
"KS",2011,26.5
"TX",2011,26.5
"VT",2014,26.5
"MD",2015,26.5
"OK",2012,26.5
"MA",2015,26.5
"NH",2011,26.5
"OR",2015,26.5
"WV",2012,26.5
"NM",2012,26.5
"OH",2011,26.5
"KY",2013,26.5
"KY",2013,26.5
"CT",2013,26.5
"NV",2016,26.5
"MI",2016,26.5
"ME",2016,26.5
"MN",2016,26.5
"NH",2016,26.5
"ME",2021,26.5
"GA",2021,26.5
"AR",2021,26.5
"TX",2021,26.5
"AZ",2022,26.5
"CT",2022,26.5
"CT",2022,26.5
"DE",2022,26.5
"MN",2022,26.5
"NE",2022,26.5
"NV",2022,26.5
"RI",2022,26.5
"VT",2020,26.6
"HI",2018,26.6
"RI",2018,26.6
"MS",2018,26.6
"NE",2018,26.6
"SD",2018,26.6
"ND",2018,26.6
"IA",2020,26.6
"WI",2020,26.6
"NM",2020,26.6
"DE",2020,26.6
"FL",2020,26.6
"SC",2020,26.6
"AZ",2020,26.6
"OH",2020,26.6
"WY",2022,26.6
"SC",2020,26.6
"PA",2017,26.6
"ME",2017,26.6
"NV",2017,26.6
"NE",2013,26.6
"VA",2015,26.6
"NC",2011,26.6
"ID",2015,26.6
"AR",2014,26.6
"KY",2014,26.6
"ME",2015,26.6
"UT",2012,26.6
"NC",2014,26.6
"MT",2017,26.6
"FL",2014,26.6
"NE",2015,26.6
"TX",2012,26.6
"NY",2011,26.6
"OH",2019,26.6
"RI",2013,26.6
"MN",2011,26.6
"MO",2019,26.6
"ND",2019,26.6
"MT",2019,26.6
"KS",2019,26.6
"DE",2019,26.6
"AR",2019,26.6
"AR",2015,26.6
"DE",2011,26.6
"VA",2015,26.6
"DE",2011,26.6
"CO",2012,26.6
"WA",2011,26.6
"NC",2013,26.6
"SD",2014,26.6
"ND",2014,26.6
"PA",2014,26.6
"AL",2012,26.6
"NV",2014,26.6
"WY",2011,26.6
"SC",2012,26.6
"GA",2014,26.6
"ND",2012,26.6
"VA",2011,26.6
"SC",2011,26.6
"NJ",2016,26.6
"NH",2016,26.6
"MD",2016,26.6
"DE",2016,26.6
"NJ",2016,26.6
"MD",2021,26.6
"ND",2021,26.6
"KY",2021,26.6
"MI",2021,26.6
"DE",2022,26.6
"FL",2022,26.6
"AZ",2020,26.7
"KS",2018,26.7
"ID",2018,26.7
"NM",2018,26.7
"VA",2018,26.7
"WY",2018,26.7
"SC",2018,26.7
"VT",2020,26.7
"SD",2020,26.7
"MN",2020,26.7
"CA",2020,26.7
"DE",2017,26.7
"SC",2017,26.7
"SD",2017,26.7
"ND",2017,26.7
"MD",2017,26.7
"NM",2017,26.7
"NC",2017,26.7
"WA",2012,26.7
"OH",2015,26.7
"MS",2014,26.7
"AZ",2017,26.7
"FL",2014,26.7
"NJ",2017,26.7
"IL",2017,26.7
"NY",2013,26.7
"MS",2017,26.7
"IL",2011,26.7
"GA",2011,26.7
"SD",2013,26.7
"NV",2015,26.7
"DE",2019,26.7
"NC",2019,26.7
"MT",2019,26.7
"VA",2011,26.7
"AK",2013,26.7
"TN",2019,26.7
"MA",2013,26.7
"PA",2019,26.7
"WV",2011,26.7
"CO",2015,26.7
"FL",2019,26.7
"WI",2019,26.7
"KS",2011,26.7
"NC",2011,26.7
"IL",2013,26.7
"IN",2011,26.7
"SC",2015,26.7
"NV",2014,26.7
"FL",2013,26.7
"KY",2014,26.7
"TX",2014,26.7
"ID",2013,26.7
"WI",2011,26.7
"NJ",2014,26.7
"NE",2015,26.7
"NY",2013,26.7
"NY",2016,26.7
"MO",2016,26.7
"MO",2021,26.7
"CA",2021,26.7
"RI",2021,26.7
"TN",2021,26.7
"ID",2021,26.7
"TN",2021,26.7
"IL",2022,26.7
"ME",2022,26.7
"NM",2022,26.7
"OK",2022,26.7
"NH",2018,26.8
"FL",2018,26.8
"NV",2018,26.8
"WI",2018,26.8
"AL",2018,26.8
"DE",2018,26.8
"ME",2020,26.8
"FL",2020,26.8
"GA",2020,26.8
"NJ",2020,26.8
"MI",2020,26.8
"WY",2020,26.8
"IA",2020,26.8
"WA",2020,26.8
"IA",2020,26.8
"AL",2020,26.8
"HI",2017,26.8
"MN",2015,26.8
"AR",2013,26.8
"MT",2012,26.8
"WY",2012,26.8
"AK",2014,26.8
"KS",2011,26.8
"NY",2014,26.8
"IN",2011,26.8
"NE",2012,26.8
"PA",2013,26.8
"VA",2017,26.8
"MD",2012,26.8
"ND",2017,26.8
"WY",2015,26.8
"AZ",2013,26.8
"ND",2019,26.8
"RI",2019,26.8
"WY",2015,26.8
"NJ",2013,26.8
"WI",2019,26.8
"NC",2012,26.8
"IL",2019,26.8
"IA",2011,26.8
"ND",2011,26.8
"UT",2013,26.8
"NV",2012,26.8
"TN",2014,26.8
"AR",2011,26.8
"NY",2015,26.8
"MO",2014,26.8
"MN",2014,26.8
"FL",2012,26.8
"ND",2015,26.8
"PA",2012,26.8
"NC",2015,26.8
"MT",2014,26.8
"KY",2014,26.8
"WV",2013,26.8
"MI",2014,26.8
"ND",2011,26.8
"MD",2016,26.8
"ME",2016,26.8
"IN",2016,26.8
"IA",2016,26.8
"NV",2016,26.8
"PA",2021,26.8
"SD",2021,26.8
"OK",2021,26.8
"IA",2021,26.8
"RI",2022,26.8
"NJ",2021,26.8
"MN",2022,26.8
"MN",2022,26.8
"MS",2022,26.8
"MS",2022,26.8
"WV",2022,26.8
"WY",2018,26.9
"OK",2018,26.9
"MS",2018,26.9
"WY",2018,26.9
"AZ",2018,26.9
"PA",2018,26.9
"SC",2016,26.9
"HI",2016,26.9
"AZ",2017,26.9
"MO",2015,26.9
"FL",2017,26.9
"OR",2017,26.9
"FL",2017,26.9
"WA",2017,26.9
"CO",2013,26.9
"OH",2013,26.9
"CA",2014,26.9
"TX",2017,26.9
"WY",2015,26.9
"ND",2017,26.9
"KS",2013,26.9
"MD",2017,26.9
"KS",2013,26.9
"MD",2019,26.9
"ID",2015,26.9
"UT",2019,26.9
"DE",2014,26.9
"AK",2011,26.9
"SC",2013,26.9
"KS",2015,26.9
"NE",2019,26.9
"AK",2013,26.9
"MT",2019,26.9
"UT",2019,26.9
"MI",2012,26.9
"GA",2015,26.9
"FL",2015,26.9
"HI",2011,26.9
"IL",2011,26.9
"TX",2011,26.9
"SC",2015,26.9
"GA",2014,26.9
"AL",2013,26.9
"SD",2013,26.9
"IN",2013,26.9
"AL",2012,26.9
"DE",2014,26.9
"MA",2012,26.9
"RI",2013,26.9
"WY",2015,26.9
"MA",2015,26.9
"AZ",2011,26.9
"MT",2015,26.9
"VT",2013,26.9
"AZ",2011,26.9
"NM",2014,26.9
"FL",2011,26.9
"MT",2016,26.9
"RI",2016,26.9
"NE",2016,26.9
"WV",2016,26.9
"AR",2016,26.9
"LA",2016,26.9
"ME",2021,26.9
"AL",2021,26.9
"SC",2021,26.9
"HI",2021,26.9
"ND",2021,26.9
"IA",2021,26.9
"NV",2021,26.9
"MN",2021,26.9
"WA",2021,26.9
"AZ",2022,26.9
"MS",2022,26.9
"NH",2022,26.9
"NM",2022,26.9
"SC",2022,26.9
"WV",2022,26.9
"OH",2020,27
"MI",2018,27
"FL",2018,27
"MO",2018,27
"AR",2018,27
"IL",2018,27
"IN",2018,27
"CA",2018,27
"AR",2020,27
"NH",2020,27
"MI",2020,27
"NC",2020,27
"KS",2020,27
"VT",2020,27
"NV",2017,27
"MI",2017,27
"NC",2017,27
"CA",2017,27
"IA",2013,27
"IL",2013,27
"SC",2011,27
"SC",2014,27
"NJ",2012,27
"MI",2013,27
"DE",2011,27
"ND",2015,27
"TX",2013,27
"OH",2011,27
"ME",2017,27
"MN",2013,27
"IL",2014,27
"MD",2019,27
"NY",2019,27
"MT",2011,27
"VA",2019,27
"SD",2011,27
"NM",2019,27
"MA",2019,27
"NV",2019,27
"SD",2011,27
"OH",2015,27
"NY",2019,27
"CT",2011,27
"HI",2015,27
"NJ",2012,27
"DE",2012,27
"TX",2015,27
"NJ",2013,27
"MO",2015,27
"DE",2011,27
"SD",2011,27
"AK",2015,27
"ID",2013,27
"MI",2011,27
"VA",2015,27
"MI",2012,27
"AZ",2013,27
"IA",2014,27
"ME",2014,27
"GA",2016,27
"NH",2016,27
"IN",2016,27
"NJ",2016,27
"MO",2016,27
"OK",2016,27
"MA",2016,27
"MS",2021,27
"WI",2021,27
"HI",2021,27
"VA",2021,27
"KY",2021,27
"MI",2021,27
"OH",2021,27
"AL",2022,27
"KS",2022,27
"ME",2022,27
"NJ",2022,27
"OH",2022,27
"OH",2022,27
"VA",2022,27
"VA",2020,27.1
"NC",2018,27.1
"AZ",2018,27.1
"OH",2020,27.1
"KY",2020,27.1
"VA",2020,27.1
"NH",2020,27.1
"TN",2017,27.1
"MO",2011,27.1
"MO",2015,27.1
"DE",2013,27.1
"NC",2017,27.1
"PA",2015,27.1
"KS",2013,27.1
"KS",2017,27.1
"OH",2012,27.1
"MT",2015,27.1
"MN",2019,27.1
"GA",2019,27.1
"MD",2013,27.1
"WV",2019,27.1
"CT",2011,27.1
"KS",2019,27.1
"NH",2015,27.1
"MI",2015,27.1
"KS",2015,27.1
"ND",2011,27.1
"MD",2012,27.1
"WY",2014,27.1
"ND",2013,27.1
"MI",2014,27.1
"NC",2015,27.1
"VA",2014,27.1
"CO",2014,27.1
"IA",2015,27.1
"NV",2014,27.1
"AZ",2015,27.1
"MN",2013,27.1
"UT",2015,27.1
"OH",2013,27.1
"PA",2015,27.1
"AZ",2014,27.1
"FL",2016,27.1
"RI",2016,27.1
"GA",2016,27.1
"WA",2016,27.1
"MI",2016,27.1
"NY",2021,27.1
"TX",2021,27.1
"OH",2021,27.1
"AR",2022,27.1
"ID",2022,27.1
"KY",2022,27.1
"MA",2022,27.1
"MD",2022,27.1
"NM",2022,27.1
"TX",2022,27.1
"NV",2018,27.2
"AR",2018,27.2
"ME",2016,27.2
"OK",2018,27.2
"AL",2018,27.2
"ID",2018,27.2
"NV",2020,27.2
"TN",2020,27.2
"CO",2020,27.2
"MI",2020,27.2
"NV",2020,27.2
"KS",2017,27.2
"VA",2017,27.2
"MI",2017,27.2
"NY",2017,27.2
"MO",2017,27.2
"IA",2012,27.2
"MI",2014,27.2
"SC",2011,27.2
"AL",2011,27.2
"DE",2015,27.2
"TX",2012,27.2
"TX",2015,27.2
"NV",2015,27.2
"NJ",2012,27.2
"NC",2011,27.2
"CO",2012,27.2
"UT",2017,27.2
"SD",2017,27.2
"MD",2017,27.2
"OR",2017,27.2
"NJ",2017,27.2
"FL",2019,27.2
"NY",2019,27.2
"OH",2013,27.2
"TX",2019,27.2
"TX",2011,27.2
"HI",2019,27.2
"WI",2014,27.2
"AL",2019,27.2
"NJ",2011,27.2
"NE",2019,27.2
"IA",2014,27.2
"NV",2019,27.2
"FL",2019,27.2
"OH",2013,27.2
"MT",2013,27.2
"MI",2015,27.2
"SD",2011,27.2
"WV",2012,27.2
"CT",2012,27.2
"IN",2012,27.2
"KS",2011,27.2
"MI",2014,27.2
"NE",2011,27.2
"KY",2012,27.2
"CA",2012,27.2
"NJ",2015,27.2
"NY",2015,27.2
"TN",2011,27.2
"WY",2013,27.2
"MO",2015,27.2
"MT",2014,27.2
"KS",2015,27.2
"MN",2015,27.2
"PA",2012,27.2
"GA",2013,27.2
"AL",2012,27.2
"AK",2011,27.2
"AR",2012,27.2
"NV",2013,27.2
"WI",2015,27.2
"MT",2011,27.2
"WY",2013,27.2
"KY",2011,27.2
"LA",2016,27.2
"TN",2016,27.2
"MT",2016,27.2
"PA",2021,27.2
"IL",2021,27.2
"TN",2021,27.2
"NH",2021,27.2
"PA",2021,27.2
"DE",2021,27.2
"VT",2021,27.2
"AK",2022,27.2
"MS",2022,27.2
"MS",2022,27.2
"NM",2022,27.2
"FL",2018,27.3
"NV",2018,27.3
"NE",2018,27.3
"NC",2018,27.3
"LA",2018,27.3
"VT",2018,27.3
"TX",2020,27.3
"RI",2020,27.3
"WY",2016,27.3
"RI",2020,27.3
"OK",2016,27.3
"DE",2020,27.3
"MD",2020,27.3
"AR",2020,27.3
"ND",2017,27.3
"KS",2017,27.3
"WV",2017,27.3
"HI",2015,27.3
"VA",2012,27.3
"MN",2014,27.3
"NJ",2015,27.3
"CO",2014,27.3
"OR",2017,27.3
"AR",2012,27.3
"MA",2017,27.3
"AL",2015,27.3
"HI",2017,27.3
"GA",2015,27.3
"IL",2017,27.3
"IA",2019,27.3
"VA",2019,27.3
"IA",2019,27.3
"CA",2019,27.3
"MN",2019,27.3
"OK",2011,27.3
"IN",2013,27.3
"NE",2019,27.3
"SC",2014,27.3
"VA",2019,27.3
"PA",2013,27.3
"MO",2012,27.3
"SD",2011,27.3
"DE",2014,27.3
"GA",2015,27.3
"AL",2015,27.3
"MD",2011,27.3
"IN",2011,27.3
"FL",2016,27.3
"ND",2016,27.3
"KS",2016,27.3
"GA",2021,27.3
"NC",2021,27.3
"TX",2021,27.3
"MS",2021,27.3
"FL",2022,27.3
"GA",2022,27.3
"KS",2022,27.3
"MO",2022,27.3
"PA",2022,27.3
"VT",2022,27.3
"WV",2022,27.3
"WY",2022,27.3
"WI",2018,27.4
"IN",2018,27.4
"AL",2018,27.4
"NH",2018,27.4
"OK",2020,27.4
"NE",2016,27.4
"WY",2020,27.4
"CT",2020,27.4
"NC",2020,27.4
"ND",2020,27.4
"VA",2017,27.4
"NM",2017,27.4
"MN",2017,27.4
"ND",2017,27.4
"CA",2014,27.4
"HI",2013,27.4
"VA",2014,27.4
"AR",2011,27.4
"LA",2012,27.4
"ND",2013,27.4
"AZ",2017,27.4
"LA",2017,27.4
"UT",2017,27.4
"NM",2013,27.4
"NM",2017,27.4
"OH",2015,27.4
"OK",2012,27.4
"DE",2011,27.4
"OK",2013,27.4
"NE",2019,27.4
"OH",2019,27.4
"KS",2013,27.4
"CA",2013,27.4
"DE",2019,27.4
"WV",2019,27.4
"LA",2019,27.4
"WI",2015,27.4
"IN",2012,27.4
"MA",2013,27.4
"KY",2013,27.4
"SD",2013,27.4
"MS",2014,27.4
"OK",2011,27.4
"SC",2012,27.4
"LA",2014,27.4
"OK",2011,27.4
"OR",2011,27.4
"VA",2011,27.4
"GA",2012,27.4
"IA",2014,27.4
"AK",2011,27.4
"AK",2015,27.4
"HI",2015,27.4
"LA",2016,27.4
"WI",2016,27.4
"RI",2016,27.4
"NC",2016,27.4
"AZ",2021,27.4
"SC",2021,27.4
"ME",2021,27.4
"KY",2021,27.4
"IL",2021,27.4
"OK",2021,27.4
"ND",2021,27.4
"AR",2022,27.4
"OK",2018,27.5
"WY",2018,27.5
"WA",2018,27.5
"TN",2018,27.5
"NM",2018,27.5
"NJ",2018,27.5
"MI",2018,27.5
"TN",2020,27.5
"NY",2020,27.5
"OR",2020,27.5
"AZ",2017,27.5
"VT",2017,27.5
"WA",2017,27.5
"AK",2017,27.5
"CO",2017,27.5
"PA",2011,27.5
"ND",2013,27.5
"TN",2019,27.5
"OK",2019,27.5
"VT",2019,27.5
"ME",2019,27.5
"MA",2019,27.5
"AK",2019,27.5
"AK",2019,27.5
"AR",2011,27.5
"CO",2019,27.5
"NJ",2011,27.5
"IA",2011,27.5
"NJ",2011,27.5
"SD",2012,27.5
"AZ",2012,27.5
"PA",2014,27.5
"NH",2012,27.5
"PA",2011,27.5
"MI",2015,27.5
"LA",2012,27.5
"HI",2012,27.5
"CO",2013,27.5
"WY",2013,27.5
"KY",2012,27.5
"SC",2013,27.5
"PA",2011,27.5
"NV",2013,27.5
"NV",2015,27.5
"MS",2014,27.5
"NV",2013,27.5
"NC",2012,27.5
"RI",2015,27.5
"MD",2011,27.5
"MO",2013,27.5
"NM",2013,27.5
"MO",2012,27.5
"IA",2016,27.5
"LA",2016,27.5
"AL",2016,27.5
"AZ",2016,27.5
"FL",2016,27.5
"AZ",2016,27.5
"IN",2016,27.5
"NC",2021,27.5
"WY",2021,27.5
"LA",2021,27.5
"MS",2021,27.5
"IN",2021,27.5
"WV",2021,27.5
"MS",2021,27.5
"ID",2022,27.5
"IN",2022,27.5
"LA",2022,27.5
"MI",2022,27.5
"NV",2022,27.5
"TX",2016,27.6
"ID",2018,27.6
"KY",2018,27.6
"MD",2018,27.6
"GA",2020,27.6
"KY",2020,27.6
"NV",2020,27.6
"OH",2020,27.6
"WA",2020,27.6
"NM",2020,27.6
"FL",2020,27.6
"TX",2020,27.6
"PA",2020,27.6
"RI",2017,27.6
"ND",2017,27.6
"NM",2017,27.6
"HI",2017,27.6
"IA",2017,27.6
"IL",2011,27.6
"AL",2014,27.6
"NE",2011,27.6
"KS",2014,27.6
"SC",2011,27.6
"MS",2014,27.6
"TX",2013,27.6
"NJ",2013,27.6
"WI",2014,27.6
"WY",2014,27.6
"RI",2014,27.6
"AL",2015,27.6
"UT",2015,27.6
"OR",2014,27.6
"NY",2017,27.6
"NV",2017,27.6
"NE",2017,27.6
"IA",2011,27.6
"MT",2015,27.6
"TX",2011,27.6
"NH",2013,27.6
"IL",2013,27.6
"MN",2019,27.6
"IN",2019,27.6
"NY",2012,27.6
"NE",2019,27.6
"ME",2013,27.6
"TX",2014,27.6
"IA",2015,27.6
"ND",2013,27.6
"IN",2014,27.6
"MN",2012,27.6
"MS",2012,27.6
"IA",2015,27.6
"ND",2013,27.6
"NY",2014,27.6
"WV",2013,27.6
"UT",2011,27.6
"CO",2016,27.6
"MA",2016,27.6
"OR",2016,27.6
"NH",2021,27.6
"IA",2021,27.6
"MN",2021,27.6
"ID",2021,27.6
"TX",2021,27.6
"AK",2022,27.6
"AR",2022,27.6
"IL",2022,27.6
"KS",2022,27.6
"MA",2022,27.6
"NC",2022,27.6
"ND",2022,27.6
"NH",2022,27.6
"OK",2022,27.6
"VT",2022,27.6
"VT",2022,27.6
"CT",2016,27.7
"SD",2018,27.7
"NC",2018,27.7
"CO",2018,27.7
"NY",2018,27.7
