"State","Year","Obese Adults (%)"
"WY",2011,31.8
"MD",2012,31.8
"UT",2012,31.8
"NC",2011,31.8
"NJ",2014,31.8
"KY",2012,31.8
"SC",2011,31.8
"IN",2013,31.8
"ND",2016,31.8
"TN",2016,31.8
"ME",2016,31.8
"SD",2016,31.8
"WY",2016,31.8
"MT",2016,31.8
"HI",2016,31.8
"ME",2021,31.8
"ID",2021,31.8
"CO",2021,31.8
"AK",2021,31.8
"MT",2021,31.8
"KS",2021,31.8
"NV",2021,31.8
"FL",2022,31.8
"MD",2022,31.8
"NV",2022,31.8
"WA",2022,31.8
"AK",2020,31.9
"VA",2016,31.9
"MN",2018,31.9
"KS",2018,31.9
"FL",2018,31.9
"FL",2018,31.9
"NJ",2020,31.9
"SD",2020,31.9
"CA",2020,31.9
"CA",2020,31.9
"NH",2020,31.9
"MT",2020,31.9
"WA",2020,31.9
"MO",2020,31.9
"WA",2020,31.9
"RI",2020,31.9
"MI",2017,31.9
"SD",2017,31.9
"TN",2017,31.9
"AL",2017,31.9
"OR",2015,31.9
"NE",2014,31.9
"OK",2015,31.9
"PA",2012,31.9
"IN",2014,31.9
"OH",2015,31.9
"IA",2014,31.9
"AK",2012,31.9
"VA",2015,31.9
"WA",2014,31.9
"OR",2017,31.9
"ID",2017,31.9
"OK",2017,31.9
"ID",2017,31.9
"VA",2019,31.9
"MN",2019,31.9
"MI",2013,31.9
"KY",2019,31.9
"WI",2015,31.9
"OK",2012,31.9
"RI",2019,31.9
"ME",2019,31.9
"MO",2015,31.9
"MO",2019,31.9
"VA",2019,31.9
"RI",2019,31.9
"NV",2019,31.9
"ND",2019,31.9
"PA",2019,31.9
"WY",2014,31.9
"ID",2015,31.9
"TX",2014,31.9
"ID",2014,31.9
"GA",2012,31.9
"DE",2014,31.9
"IL",2015,31.9
"AR",2014,31.9
"IN",2015,31.9
"TX",2011,31.9
"VT",2014,31.9
"MI",2011,31.9
"NC",2011,31.9
"TN",2015,31.9
"ME",2012,31.9
"OK",2013,31.9
"MD",2011,31.9
"NM",2011,31.9
"NV",2015,31.9
"KY",2016,31.9
"RI",2016,31.9
"NY",2016,31.9
"VT",2016,31.9
"IA",2016,31.9
"OR",2016,31.9
"MA",2016,31.9
"ND",2016,31.9
"IA",2016,31.9
"UT",2021,31.9
"MT",2021,31.9
"WY",2021,31.9
"WY",2021,31.9
"ID",2021,31.9
"ME",2021,31.9
"GA",2022,31.9
"IA",2022,31.9
"MT",2022,31.9
"NJ",2022,31.9
"NV",2022,31.9
"RI",2022,31.9
"SD",2018,32
"CA",2018,32
"RI",2018,32
"WI",2018,32
"FL",2018,32
"VT",2018,32
"MO",2018,32
"OH",2016,32
"ID",2020,32
"WI",2020,32
"LA",2020,32
"TN",2020,32
"NE",2016,32
"NM",2020,32
"NY",2020,32
"AZ",2020,32
"ME",2017,32
"CT",2017,32
"SD",2012,32
"AL",2011,32
"NE",2012,32
"HI",2015,32
"RI",2013,32
"OK",2015,32
"MI",2012,32
"GA",2013,32
"ND",2014,32
"DE",2017,32
"WI",2017,32
"MO",2017,32
"CT",2017,32
"WI",2013,32
"TX",2013,32
"SD",2013,32
"CT",2019,32
"KS",2019,32
"HI",2012,32
"OH",2014,32
"SC",2013,32
"AZ",2019,32
"MN",2019,32
"NY",2019,32
"AL",2019,32
"FL",2013,32
"AL",2019,32
"IN",2019,32
"NE",2015,32
"ID",2011,32
"GA",2014,32
"MD",2019,32
"DE",2012,32
"MO",2015,32
"IA",2014,32
"MD",2011,32
"MO",2013,32
"OK",2013,32
"ID",2014,32
"IN",2014,32
"MN",2013,32
"ND",2013,32
"IN",2011,32
"NE",2012,32
"MO",2015,32
"NJ",2015,32
"LA",2014,32
"WA",2015,32
"IN",2011,32
"LA",2012,32
"KY",2012,32
"TN",2014,32
"OR",2016,32
"MO",2016,32
"ID",2016,32
"MS",2016,32
"IA",2016,32
"MI",2016,32
"NH",2016,32
"ND",2016,32
"NJ",2016,32
"CT",2021,32
"GA",2021,32
"NC",2021,32
"ND",2021,32
"ID",2021,32
"WY",2021,32
"CA",2022,32
"HI",2022,32
"MN",2022,32
"NC",2022,32
"RI",2022,32
"SC",2022,32
"RI",2011,32.1
"ID",2018,32.1
"SC",2018,32.1
"AL",2018,32.1
"NE",2018,32.1
"PA",2018,32.1
"NC",2018,32.1
"GA",2018,32.1
"NY",2018,32.1
"GA",2020,32.1
"NC",2016,32.1
"KY",2020,32.1
"VA",2016,32.1
"TX",2020,32.1
"FL",2020,32.1
"PA",2020,32.1
"ND",2020,32.1
"WA",2020,32.1
"SD",2017,32.1
"PA",2017,32.1
"KS",2017,32.1
"MN",2017,32.1
"TX",2017,32.1
"CA",2017,32.1
"SC",2017,32.1
"ND",2017,32.1
"MI",2011,32.1
"CT",2015,32.1
"IA",2015,32.1
"AZ",2015,32.1
"AZ",2014,32.1
"MD",2012,32.1
"NE",2013,32.1
"IA",2015,32.1
"CA",2014,32.1
"WY",2013,32.1
"NC",2017,32.1
"WI",2012,32.1
"WY",2017,32.1
"AZ",2014,32.1
"WI",2015,32.1
"SD",2019,32.1
"MT",2019,32.1
"SC",2015,32.1
"CT",2019,32.1
"ME",2012,32.1
"IN",2012,32.1
"AZ",2019,32.1
"IA",2011,32.1
"ID",2013,32.1
"IL",2013,32.1
"WY",2012,32.1
"ND",2015,32.1
"SC",2014,32.1
"ID",2013,32.1
"AL",2013,32.1
"OH",2011,32.1
"IA",2013,32.1
"NM",2014,32.1
"NH",2013,32.1
"HI",2014,32.1
"ND",2012,32.1
"MI",2015,32.1
"AK",2022,32.1
"OH",2011,32.1
"DE",2012,32.1
"NE",2013,32.1
"OR",2013,32.1
"MO",2013,32.1
"SC",2011,32.1
"RI",2015,32.1
"NE",2016,32.1
"AR",2016,32.1
"AR",2016,32.1
"OH",2016,32.1
"IN",2016,32.1
"ND",2016,32.1
"ID",2021,32.1
"MA",2021,32.1
"MO",2021,32.1
"NH",2021,32.1
"CT",2022,32.1
"GA",2022,32.1
"ME",2022,32.1
"NC",2022,32.1
"NE",2022,32.1
"NH",2022,32.1
"RI",2022,32.1
"OK",2016,32.2
"ND",2016,32.2
"RI",2018,32.2
"GA",2018,32.2
"CO",2018,32.2
"MN",2018,32.2
"WA",2018,32.2
"OH",2018,32.2
"NM",2018,32.2
"VA",2020,32.2
"ND",2020,32.2
"ME",2020,32.2
"SD",2020,32.2
"WY",2020,32.2
"CO",2020,32.2
"DE",2020,32.2
"MO",2017,32.2
"VT",2017,32.2
"IL",2017,32.2
"VA",2017,32.2
"ND",2014,32.2
"MN",2012,32.2
"PA",2013,32.2
"MD",2015,32.2
"MO",2011,32.2
"WY",2014,32.2
"TX",2011,32.2
"WY",2011,32.2
"TN",2014,32.2
"WA",2017,32.2
"IA",2013,32.2
"PA",2017,32.2
"AR",2017,32.2
"MN",2017,32.2
"RI",2012,32.2
"NE",2017,32.2
"SD",2015,32.2
"MN",2019,32.2
"ME",2019,32.2
"UT",2019,32.2
"FL",2013,32.2
"SC",2019,32.2
"LA",2013,32.2
"NY",2019,32.2
"ND",2012,32.2
"RI",2019,32.2
"IL",2019,32.2
"IA",2015,32.2
"ID",2013,32.2
"TX",2013,32.2
"AK",2011,32.2
"CT",2012,32.2
"OH",2014,32.2
"OK",2013,32.2
"TN",2012,32.2
"NY",2012,32.2
"ME",2011,32.2
"MA",2014,32.2
"MN",2011,32.2
"ME",2014,32.2
"OK",2012,32.2
"NC",2014,32.2
"CT",2015,32.2
"WV",2014,32.2
"FL",2016,32.2
"WA",2016,32.2
"NC",2016,32.2
"MI",2016,32.2
"OR",2016,32.2
"NE",2016,32.2
"GA",2016,32.2
"UT",2021,32.2
"NJ",2021,32.2
"AK",2021,32.2
"CT",2021,32.2
"ME",2021,32.2
"NM",2022,32.2
"NY",2022,32.2
"VT",2018,32.3
"PA",2018,32.3
"MS",2018,32.3
"SC",2018,32.3
"NM",2018,32.3
"CT",2018,32.3
"MI",2018,32.3
"SC",2018,32.3
"TX",2020,32.3
"NH",2020,32.3
"RI",2020,32.3
"ME",2020,32.3
"CT",2020,32.3
"WI",2020,32.3
"ND",2020,32.3
"OR",2020,32.3
"DE",2017,32.3
"RI",2017,32.3
"ME",2017,32.3
"KS",2017,32.3
"TX",2017,32.3
"CA",2017,32.3
"AK",2013,32.3
"ND",2012,32.3
"SC",2014,32.3
"TX",2015,32.3
"ID",2014,32.3
"OH",2015,32.3
"NJ",2014,32.3
"IA",2012,32.3
"CA",2014,32.3
"MO",2013,32.3
"ID",2017,32.3
"IN",2015,32.3
"SD",2015,32.3
"MI",2017,32.3
"NE",2017,32.3
"MD",2017,32.3
"NC",2012,32.3
"NC",2017,32.3
"AK",2017,32.3
"MD",2019,32.3
"WY",2019,32.3
"NH",2019,32.3
"IL",2019,32.3
"GA",2019,32.3
"DE",2019,32.3
"GA",2013,32.3
"NH",2019,32.3
"AK",2012,32.3
"PA",2013,32.3
"AZ",2012,32.3
"SD",2019,32.3
"LA",2019,32.3
"ID",2013,32.3
"ID",2019,32.3
"MN",2019,32.3
"NM",2012,32.3
"MI",2019,32.3
"HI",2014,32.3
"PA",2015,32.3
"DE",2011,32.3
"IN",2011,32.3
"GA",2015,32.3
"NY",2014,32.3
"AZ",2011,32.3
"AL",2015,32.3
"NC",2014,32.3
"IN",2015,32.3
"WA",2014,32.3
"AR",2013,32.3
"IL",2014,32.3
"AL",2011,32.3
"AL",2011,32.3
"SD",2016,32.3
"SC",2016,32.3
"KS",2016,32.3
"IN",2016,32.3
"IL",2016,32.3
"AK",2016,32.3
"LA",2016,32.3
"SD",2016,32.3
"WV",2016,32.3
"ID",2016,32.3
"GA",2016,32.3
"WI",2021,32.3
"MD",2021,32.3
"AK",2021,32.3
"AK",2021,32.3
"AR",2022,32.3
"GA",2022,32.3
"HI",2022,32.3
"ID",2022,32.3
"IL",2022,32.3
"PA",2022,32.3
"SC",2022,32.3
"VT",2022,32.3
"WA",2022,32.3
"DE",2018,32.4
"WA",2016,32.4
"NY",2018,32.4
"NE",2018,32.4
"MI",2018,32.4
"MN",2018,32.4
"TX",2018,32.4
"KS",2018,32.4
"NY",2018,32.4
"AK",2020,32.4
"CA",2020,32.4
"NJ",2020,32.4
"FL",2020,32.4
"VT",2020,32.4
"RI",2020,32.4
"MN",2020,32.4
"AZ",2020,32.4
"IL",2020,32.4
"VT",2020,32.4
"OR",2020,32.4
"SD",2020,32.4
"NY",2020,32.4
"GA",2020,32.4
"AR",2020,32.4
"NC",2017,32.4
"NH",2017,32.4
"TN",2017,32.4
"WA",2017,32.4
"MI",2017,32.4
"PA",2017,32.4
"ME",2017,32.4
"SD",2017,32.4
"NH",2011,32.4
"WY",2013,32.4
"MI",2014,32.4
"VA",2013,32.4
"GA",2012,32.4
"OR",2015,32.4
"WI",2017,32.4
"KS",2017,32.4
"KS",2017,32.4
"MS",2011,32.4
"GA",2019,32.4
"TN",2015,32.4
"MI",2019,32.4
"AK",2019,32.4
"UT",2019,32.4
"AR",2019,32.4
"PA",2019,32.4
"WI",2012,32.4
"SD",2019,32.4
"IA",2013,32.4
"MO",2015,32.4
"MS",2014,32.4
"MD",2013,32.4
"NH",2012,32.4
"AR",2015,32.4
"AL",2013,32.4
"AL",2014,32.4
"OH",2015,32.4
"TN",2014,32.4
"OH",2011,32.4
"ME",2015,32.4
"OR",2012,32.4
"SC",2014,32.4
"ME",2011,32.4
"RI",2014,32.4
"ID",2014,32.4
"TN",2011,32.4
"VA",2015,32.4
"SC",2012,32.4
"WV",2011,32.4
"VA",2011,32.4
"TX",2015,32.4
"AZ",2013,32.4
"PA",2013,32.4
"GA",2014,32.4
"IN",2014,32.4
"GA",2015,32.4
"WA",2013,32.4
"SC",2013,32.4
"WV",2011,32.4
"MI",2012,32.4
"GA",2016,32.4
"IN",2016,32.4
"RI",2016,32.4
"NM",2016,32.4
"FL",2016,32.4
"WV",2016,32.4
"MI",2016,32.4
"MS",2016,32.4
"IL",2016,32.4
"MS",2016,32.4
"TX",2021,32.4
"RI",2021,32.4
"NJ",2021,32.4
"MN",2021,32.4
"MN",2021,32.4
"WY",2021,32.4
"IL",2021,32.4
"WA",2021,32.4
"IL",2021,32.4
"CA",2021,32.4
"FL",2022,32.4
"IN",2022,32.4
"ME",2022,32.4
"NM",2022,32.4
"PA",2022,32.4
"WY",2022,32.4
"MN",2018,32.5
"IA",2018,32.5
"PA",2018,32.5
"MA",2018,32.5
"IL",2018,32.5
"TX",2016,32.5
"NC",2018,32.5
"TN",2011,32.5
"DE",2018,32.5
"NM",2018,32.5
"OK",2018,32.5
"GA",2018,32.5
"WI",2020,32.5
"TX",2020,32.5
"SD",2020,32.5
"MN",2020,32.5
"MA",2017,32.5
"IA",2017,32.5
"FL",2017,32.5
"OH",2017,32.5
"ID",2012,32.5
"OH",2013,32.5
"NV",2012,32.5
"NY",2011,32.5
"MS",2013,32.5
"IA",2013,32.5
"UT",2014,32.5
"IA",2015,32.5
"TX",2014,32.5
"OH",2014,32.5
"NE",2014,32.5
"SC",2014,32.5
"SD",2014,32.5
"VA",2012,32.5
"IA",2014,32.5
"KY",2017,32.5
"MO",2017,32.5
"SC",2019,32.5
"NV",2019,32.5
"WA",2012,32.5
"WI",2014,32.5
"AZ",2019,32.5
"IL",2019,32.5
"TX",2015,32.5
"NM",2019,32.5
"TX",2011,32.5
"OH",2015,32.5
"SD",2019,32.5
"WY",2019,32.5
"CT",2019,32.5
"KY",2019,32.5
"OK",2014,32.5
"WA",2012,32.5
"VA",2012,32.5
"WA",2013,32.5
"MO",2014,32.5
"NC",2014,32.5
"IN",2014,32.5
"VA",2012,32.5
"SC",2015,32.5
"OK",2013,32.5
"HI",2011,32.5
"AR",2015,32.5
"OK",2011,32.5
"MI",2014,32.5
"WI",2013,32.5
"LA",2013,32.5
"IL",2015,32.5
"CT",2013,32.5
"TN",2016,32.5
"MA",2016,32.5
"ND",2016,32.5
"MT",2016,32.5
"IN",2016,32.5
"ND",2016,32.5
"MD",2016,32.5
"MI",2016,32.5
"NC",2021,32.5
"SC",2021,32.5
"TN",2021,32.5
"DE",2021,32.5
"MO",2021,32.5
"NH",2021,32.5
"NY",2021,32.5
"ME",2022,32.5
"NH",2022,32.5
"NV",2022,32.5
"TN",2022,32.5
"TX",2022,32.5
"UT",2022,32.5
"WA",2022,32.5
"MA",2020,32.6
"WA",2018,32.6
"MN",2018,32.6
"DE",2018,32.6
"ME",2018,32.6
"MI",2018,32.6
"WA",2018,32.6
"IN",2018,32.6
"MI",2016,32.6
"NH",2020,32.6
"GA",2020,32.6
"VA",2020,32.6
"PA",2020,32.6
"NJ",2020,32.6
"TX",2020,32.6
"MT",2020,32.6
"OH",2020,32.6
"IN",2020,32.6
"AR",2020,32.6
"AK",2017,32.6
"AK",2017,32.6
"ME",2017,32.6
"MO",2015,32.6
"NJ",2015,32.6
"MI",2011,32.6
"NY",2014,32.6
"OK",2013,32.6
"NC",2017,32.6
"NV",2017,32.6
"KS",2017,32.6
"NJ",2017,32.6
"WI",2017,32.6
"TN",2015,32.6
"WI",2019,32.6
"GA",2019,32.6
"OH",2014,32.6
"MO",2015,32.6
"NE",2019,32.6
"PA",2013,32.6
"IN",2012,32.6
"IN",2013,32.6
"NM",2019,32.6
"OR",2011,32.6
"WY",2019,32.6
"DE",2019,32.6
"IA",2019,32.6
"AL",2019,32.6
"LA",2019,32.6
"KY",2019,32.6
"OH",2012,32.6
"SD",2013,32.6
"MD",2013,32.6
"KY",2012,32.6
"GA",2012,32.6
"OH",2011,32.6
"CT",2011,32.6
"IL",2014,32.6
"NM",2014,32.6
"NH",2014,32.6
"OH",2013,32.6
"AR",2015,32.6
"SD",2015,32.6
"NE",2011,32.6
"TX",2014,32.6
"VA",2014,32.6
"AK",2012,32.6
"AR",2012,32.6
"WY",2015,32.6
"MD",2011,32.6
"KS",2011,32.6
"NJ",2013,32.6
"ND",2011,32.6
"NJ",2014,32.6
"NE",2016,32.6
"MD",2016,32.6
"MN",2016,32.6
"FL",2016,32.6
"OR",2016,32.6
"IN",2016,32.6
"WA",2016,32.6
"AZ",2021,32.6
"IN",2021,32.6
"NV",2021,32.6
"PA",2021,32.6
"MT",2021,32.6
"CT",2021,32.6
"MT",2021,32.6
"MT",2021,32.6
"PA",2021,32.6
"AL",2022,32.6
"ME",2022,32.6
"MN",2022,32.6
"MT",2022,32.6
"NE",2022,32.6
"NJ",2022,32.6
"NM",2022,32.6
"SD",2022,32.6
"VT",2022,32.6
"OR",2016,32.7
"GA",2018,32.7
"MN",2018,32.7
"ID",2018,32.7
"AK",2018,32.7
"SD",2018,32.7
"TX",2018,32.7
"AZ",2018,32.7
"OR",2018,32.7
"OH",2018,32.7
"WA",2018,32.7
"MN",2020,32.7
"MN",2020,32.7
"OK",2020,32.7
"AK",2020,32.7
"ID",2020,32.7
"SC",2020,32.7
"WY",2020,32.7
"IL",2020,32.7
"VA",2017,32.7
"FL",2017,32.7
"TX",2017,32.7
"PA",2017,32.7
"WY",2013,32.7
"MI",2013,32.7
"PA",2011,32.7
"MO",2014,32.7
"AK",2013,32.7
"DE",2014,32.7
"MI",2013,32.7
"MS",2013,32.7
"MI",2014,32.7
"IN",2013,32.7
"IA",2011,32.7
"AL",2015,32.7
"MN",2017,32.7
"MO",2017,32.7
"GA",2017,32.7
"MD",2017,32.7
"WI",2014,32.7
"NC",2014,32.7
"WI",2019,32.7
"ME",2011,32.7
"MS",2015,32.7
"PA",2019,32.7
"RI",2019,32.7
"SD",2019,32.7
"ME",2014,32.7
"MD",2015,32.7
"TN",2019,32.7
"OK",2011,32.7
"MN",2014,32.7
"MA",2019,32.7
"IA",2011,32.7
"IN",2014,32.7
"ID",2012,32.7
"CA",2014,32.7
"KS",2011,32.7
"MO",2015,32.7
"SC",2011,32.7
"RI",2014,32.7
"WV",2011,32.7
"LA",2015,32.7
"FL",2011,32.7
"UT",2011,32.7
"KS",2014,32.7
"MN",2012,32.7
"MN",2011,32.7
"NY",2013,32.7
"AR",2012,32.7
"LA",2011,32.7
"AZ",2022,32.7
"UT",2012,32.7
"SC",2012,32.7
"NM",2016,32.7
"IA",2016,32.7
"MN",2016,32.7
"ND",2016,32.7
"SC",2021,32.7
"PA",2021,32.7
"LA",2021,32.7
"GA",2021,32.7
"RI",2022,32.7
"IA",2021,32.7
"AK",2021,32.7
"WY",2021,32.7
"CA",2022,32.7
"ID",2022,32.7
"MS",2022,32.7
"NC",2022,32.7
"TX",2022,32.7
"AK",2016,32.8
"OK",2018,32.8
"IL",2018,32.8
"MS",2018,32.8
"MN",2018,32.8
"NV",2018,32.8
"MN",2018,32.8
"UT",2018,32.8
"VA",2018,32.8
"MD",2016,32.8
"WA",2020,32.8
"NM",2020,32.8
"CT",2020,32.8
"NC",2020,32.8
"RI",2020,32.8
"GA",2020,32.8
"TN",2017,32.8
"WA",2017,32.8
"MD",2017,32.8
"SD",2017,32.8
"AR",2017,32.8
"NJ",2017,32.8
"ND",2017,32.8
"TN",2017,32.8
"OR",2017,32.8
"NC",2012,32.8
"CT",2011,32.8
"TN",2013,32.8
"MI",2014,32.8
"OH",2011,32.8
"AL",2011,32.8
"KY",2013,32.8
"MI",2017,32.8
"MA",2017,32.8
"NE",2017,32.8
"AZ",2017,32.8
"NY",2015,32.8
"MI",2011,32.8
"NV",2017,32.8
"AL",2019,32.8
"UT",2019,32.8
"KY",2013,32.8
"KS",2011,32.8
"MD",2019,32.8
"WA",2015,32.8
"KY",2019,32.8
"ID",2015,32.8
"AK",2014,32.8
"WV",2019,32.8
"WA",2019,32.8
"OH",2015,32.8
"NE",2011,32.8
"CT",2013,32.8
"LA",2012,32.8
"MS",2015,32.8
"OH",2015,32.8
"ID",2011,32.8
"SD",2013,32.8
"NE",2011,32.8
"MD",2011,32.8
"SD",2015,32.8
"IL",2012,32.8
"DE",2015,32.8
"OH",2014,32.8
"NE",2015,32.8
"WV",2011,32.8
"IA",2014,32.8
"VA",2014,32.8
"IL",2013,32.8
"IL",2011,32.8
"MI",2015,32.8
"IA",2016,32.8
"MO",2016,32.8
"TX",2016,32.8
"AZ",2016,32.8
"OK",2016,32.8
"KS",2016,32.8
"WA",2021,32.8
"VT",2021,32.8
"TN",2021,32.8
"NJ",2021,32.8
"OK",2021,32.8
"ME",2021,32.8
"WY",2021,32.8
"CT",2022,32.8
"ID",2022,32.8
"MA",2022,32.8
"MI",2022,32.8
"NV",2022,32.8
"OR",2022,32.8
"SC",2022,32.8
"WY",2022,32.8
"KS",2016,32.9
"ID",2018,32.9
"IL",2018,32.9
"KS",2018,32.9
"WY",2020,32.9
"ND",2020,32.9
"UT",2020,32.9
"LA",2016,32.9
"KS",2020,32.9
"NC",2020,32.9
"NJ",2017,32.9
"OR",2017,32.9
"MO",2017,32.9
"SC",2017,32.9
"LA",2014,32.9
"WI",2012,32.9
"ME",2012,32.9
"OK",2015,32.9
"ME",2012,32.9
"PA",2012,32.9
"CA",2011,32.9
"TX",2014,32.9
"WV",2012,32.9
"MO",2017,32.9
"KS",2011,32.9
"MO",2014,32.9
"NY",2019,32.9
"ND",2019,32.9
"NH",2019,32.9
"NC",2012,32.9
"ME",2019,32.9
"CA",2019,32.9
"KY",2015,32.9
"OR",2012,32.9
"KS",2019,32.9
"NM",2019,32.9
"OK",2013,32.9
"AR",2011,32.9
"WI",2019,32.9
"MS",2014,32.9
"AL",2014,32.9
"SC",2011,32.9
"WI",2011,32.9
"OK",2011,32.9
"NE",2015,32.9
"AL",2011,32.9
"WA",2011,32.9
"MD",2012,32.9
"VA",2013,32.9
"OH",2012,32.9
"HI",2013,32.9
"WA",2013,32.9
"OK",2014,32.9
"AK",2014,32.9
"NC",2013,32.9
"UT",2016,32.9
"PA",2016,32.9
"AL",2016,32.9
"NH",2016,32.9
"NE",2016,32.9
"NV",2016,32.9
"WI",2016,32.9
"MI",2016,32.9
"WA",2016,32.9
"UT",2021,32.9
"SC",2021,32.9
"VA",2021,32.9
"ID",2021,32.9
"DE",2021,32.9
"WI",2021,32.9
"NH",2021,32.9
"TX",2022,32.9
"FL",2022,32.9
"NY",2022,32.9
"NY",2022,32.9
"WY",2022,32.9
"OK",2018,33
"LA",2018,33
"AZ",2018,33
"RI",2018,33
"MI",2018,33
"DE",2014,33
"NC",2018,33
"CA",2020,33
"VA",2020,33
"AZ",2020,33
"SC",2020,33
"SD",2020,33
"SC",2020,33
"MD",2020,33
"TX",2017,33
"IL",2017,33
"MN",2017,33
"MS",2017,33
"NM",2017,33
"MN",2014,33
"AL",2012,33
"IA",2012,33
"ND",2011,33
"MO",2012,33
"OK",2015,33
"IA",2013,33
"PA",2017,33
"CT",2017,33
"VA",2011,33
"OK",2014,33
"SC",2017,33
"AR",2012,33
"IA",2013,33
"IN",2014,33
"IA",2011,33
"SD",2019,33
"WY",2019,33
"SC",2015,33
"UT",2019,33
"TN",2019,33
"WI",2019,33
"IL",2019,33
"OH",2011,33
"KS",2012,33
"CT",2012,33
"LA",2011,33
"MN",2019,33
"NH",2019,33
"IL",2013,33
"ID",2011,33
"WI",2015,33
"LA",2014,33
"GA",2015,33
"IN",2013,33
"ME",2015,33
"TN",2013,33
"IL",2014,33
"KS",2014,33
"GA",2012,33
"SC",2012,33
"WA",2015,33
"ND",2014,33
"SC",2011,33
"KS",2014,33
"MS",2011,33
"WI",2012,33
"AK",2015,33
"RI",2011,33
"PA",2012,33
"AR",2011,33
"NY",2012,33
"NE",2015,33
"AR",2013,33
"WY",2016,33
"MN",2016,33
"ME",2016,33
"CT",2016,33
"MO",2016,33
"NM",2016,33
"VT",2021,33
"CO",2021,33
"TN",2021,33
"NC",2021,33
"TN",2021,33
"WA",2021,33
"MO",2021,33
"AK",2021,33
"CA",2021,33
"CO",2022,33
"FL",2022,33
"ID",2022,33
"LA",2022,33
"MA",2022,33
"MN",2022,33
"NJ",2022,33
"NJ",2020,33.1
"TN",2018,33.1
"TX",2018,33.1
"NY",2018,33.1
"MO",2018,33.1
"WI",2018,33.1
"MD",2018,33.1
"IN",2018,33.1
"VT",2011,33.1
"RI",2018,33.1
"VA",2018,33.1
"NH",2020,33.1
"ND",2020,33.1
"MN",2020,33.1
"OR",2020,33.1
"DE",2020,33.1
"OR",2020,33.1
"WA",2017,33.1
"WA",2017,33.1
"OK",2017,33.1
"ND",2017,33.1
"FL",2014,33.1
"AK",2015,33.1
"TX",2015,33.1
"NM",2015,33.1
"MD",2013,33.1
"KY",2013,33.1
"MS",2017,33.1
"NJ",2017,33.1
"CA",2011,33.1
"OH",2017,33.1
"ID",2014,33.1
"NJ",2017,33.1
"WV",2017,33.1
"NM",2019,33.1
"NE",2015,33.1
"VT",2014,33.1
"IN",2019,33.1
"IL",2011,33.1
"KS",2012,33.1
"WI",2014,33.1
"VA",2019,33.1
"TX",2019,33.1
"ND",2019,33.1
"WA",2019,33.1
"GA",2019,33.1
"CT",2019,33.1
"TX",2014,33.1
"SC",2014,33.1
"LA",2013,33.1
"MO",2014,33.1
"OK",2012,33.1
"AL",2013,33.1
"RI",2015,33.1
"TN",2015,33.1
"WV",2012,33.1
"SC",2015,33.1
"SC",2014,33.1
"AK",2011,33.1
"IA",2013,33.1
"ID",2015,33.1
"WV",2012,33.1
"CT",2013,33.1
"AK",2013,33.1
"MI",2013,33.1
"AK",2013,33.1
"TN",2015,33.1
"PA",2013,33.1
"ME",2016,33.1
"VA",2016,33.1
"GA",2016,33.1
"KY",2016,33.1
"NE",2016,33.1
"IN",2021,33.1
"NE",2021,33.1
"TN",2021,33.1
"WI",2021,33.1
"IA",2021,33.1
"ID",2021,33.1
"ME",2021,33.1
"MT",2021,33.1
"WI",2021,33.1
"IL",2021,33.1
"ND",2021,33.1
"NV",2021,33.1
"NV",2021,33.1
"NV",2021,33.1
"TN",2021,33.1
"MN",2021,33.1
"IL",2021,33.1
"AK",2022,33.1
"AR",2022,33.1
"HI",2022,33.1
"ME",2022,33.1
"OH",2022,33.1
"PA",2022,33.1
"RI",2022,33.1
"TX",2022,33.1
"UT",2022,33.1
"WA",2022,33.1
"MI",2016,33.2
"KY",2018,33.2
"OK",2018,33.2
"ME",2018,33.2
"WA",2018,33.2
"AZ",2018,33.2
"FL",2018,33.2
"KS",2014,33.2
"IL",2018,33.2
"MN",2020,33.2
"SD",2020,33.2
"RI",2020,33.2
"MS",2020,33.2
"MI",2020,33.2
"ID",2020,33.2
"GA",2020,33.2
"ND",2017,33.2
"ME",2017,33.2
"NM",2014,33.2
"WV",2017,33.2
"LA",2017,33.2
"OR",2017,33.2
"MI",2012,33.2
"GA",2015,33.2
"NJ",2014,33.2
"NC",2013,33.2
"GA",2012,33.2
"IN",2011,33.2
"KY",2012,33.2
"NC",2015,33.2
"VA",2015,33.2
"MD",2017,33.2
"NE",2017,33.2
"GA",2017,33.2
"MI",2017,33.2
"NE",2017,33.2
"NH",2019,33.2
"PA",2019,33.2
"MA",2013,33.2
"MT",2019,33.2
"PA",2019,33.2
"PA",2014,33.2
"NV",2019,33.2
"FL",2019,33.2
"IA",2011,33.2
"TN",2013,33.2
"KS",2012,33.2
"PA",2015,33.2
"MI",2013,33.2
"MO",2011,33.2
"KY",2014,33.2
"ME",2013,33.2
"GA",2013,33.2
"NM",2015,33.2
"MD",2014,33.2
"KY",2013,33.2
"RI",2015,33.2
"TX",2014,33.2
"WI",2014,33.2
"WV",2015,33.2
"WV",2015,33.2
"PA",2015,33.2
"IN",2013,33.2
"TN",2011,33.2
"GA",2011,33.2
"DE",2015,33.2
"DE",2011,33.2
"TN",2012,33.2
"NC",2012,33.2
"OK",2011,33.2
"WA",2016,33.2
"KS",2016,33.2
"IA",2016,33.2
"IL",2016,33.2
"MN",2016,33.2
"WI",2016,33.2
"MT",2021,33.2
"CT",2021,33.2
"TN",2021,33.2
